employee_completion_rate,employee_failure_rate,employee_rejection_rate,current_active_tasks,task_priority,category_match_rate,high_priority_success_rate,is_successful
0.341,0.386,0.229,12,2,0.603,0.523,0
0.378,0.029,0.224,10,3,0.181,0.861,0
0.661,0.021,0.074,0,4,0.356,0.398,0
0.451,0.347,0.202,11,4,0.336,0.361,0
0.67,0.16,0.17,8,1,0.268,0.966,0
0.31,0.246,0.119,8,4,0.384,0.96,0
0.565,0.193,0.063,4,1,0.133,0.995,0
0.536,0.037,0.156,14,2,0.686,0.655,0
0.314,0.307,0.276,1,4,0.99,0.291,0
0.387,0.299,0.192,8,4,0.671,0.904,0
0.59,0.125,0.052,12,2,0.425,0.316,0
0.645,0.122,0.205,11,4,0.701,0.324,0
0.557,0.32,0.122,12,4,0.614,0.355,0
0.672,0.029,0.177,7,3,0.862,0.723,0
0.556,0.273,0.171,12,1,0.66,0.286,0
0.307,0.103,0.154,10,4,0.671,0.823,0
0.565,0.214,0.221,9,4,0.299,0.247,0
0.622,0.239,0.138,9,1,0.474,0.288,0
0.593,0.242,0.165,5,3,0.41,0.548,0
0.774,0.166,0.045,6,1,0.11,0.503,0
0.496,0.264,0.24,11,4,0.382,0.992,0
0.668,0.109,0.223,5,2,0.537,0.973,0
0.841,0.111,0.041,14,2,0.64,0.352,0
0.549,0.329,0.121,14,3,0.941,0.957,0
0.722,0.221,0.057,4,3,0.315,0.754,0
0.388,0.258,0.226,3,4,0.237,0.527,0
0.312,0.142,0.216,6,3,0.883,0.792,0
0.839,0.02,0.042,3,4,0.948,0.92,1
0.758,0.011,0.231,9,2,0.539,0.344,1
0.384,0.222,0.054,9,3,0.204,0.357,0
0.472,0.296,0.232,9,4,0.537,0.527,0
0.312,0.215,0.137,8,1,0.198,0.335,0
0.505,0.336,0.098,4,3,0.895,0.488,0
0.841,0.013,0.047,7,4,0.737,0.717,0
0.663,0.147,0.05,11,4,0.317,0.85,0
0.544,0.095,0.199,12,1,0.898,0.442,0
0.56,0.179,0.165,14,2,0.674,0.425,0
0.301,0.029,0.037,11,1,0.958,0.824,0
0.51,0.382,0.034,11,4,0.982,0.505,0
0.753,0.089,0.022,5,1,0.103,0.855,0
0.624,0.234,0.142,3,1,0.208,0.995,0
0.699,0.133,0.167,11,4,0.592,0.984,0
0.317,0.394,0.018,2,2,0.96,0.73,0
0.704,0.168,0.127,10,1,0.995,0.5,0
0.681,0.299,0.02,5,1,0.611,0.252,0
0.756,0.002,0.242,0,3,0.256,0.79,0
0.521,0.251,0.228,1,3,0.247,0.982,0
0.503,0.314,0.182,6,4,0.787,0.254,0
0.512,0.056,0.278,14,4,0.633,0.205,0
0.346,0.038,0.243,3,4,0.594,0.865,0
0.46,0.17,0.249,4,3,0.519,0.282,0
0.465,0.367,0.168,14,4,0.753,0.265,0
0.639,0.217,0.092,10,1,0.872,0.928,0
0.749,0.192,0.059,9,1,0.373,0.264,0
0.632,0.056,0.098,0,2,0.299,0.291,1
0.34,0.0,0.189,1,4,0.703,0.656,0
0.721,0.241,0.038,3,1,0.923,0.805,1
0.895,0.033,0.072,7,1,0.413,0.52,0
0.683,0.204,0.113,9,2,0.345,0.536,0
0.695,0.256,0.049,3,1,0.304,0.706,0
0.681,0.083,0.177,13,2,0.329,0.604,0
0.642,0.175,0.183,2,2,0.221,0.215,1
0.353,0.031,0.224,2,3,0.637,0.291,1
0.556,0.242,0.2,11,1,0.353,0.665,0
0.458,0.066,0.175,4,3,0.653,0.835,0
0.437,0.294,0.146,2,1,0.175,0.81,0
0.399,0.12,0.056,7,3,0.204,0.792,0
0.619,0.156,0.226,4,2,0.583,0.817,0
0.729,0.206,0.064,11,2,0.56,0.236,0
0.705,0.069,0.027,13,2,0.344,0.916,0
0.403,0.297,0.225,11,2,0.844,0.911,0
0.833,0.116,0.051,13,1,0.268,0.626,0
0.664,0.236,0.099,6,4,0.425,0.399,0
0.572,0.063,0.008,10,1,0.6,0.674,0
0.709,0.253,0.038,7,3,0.88,0.646,0
0.482,0.051,0.052,4,1,0.477,0.378,0
0.542,0.17,0.016,7,1,0.459,0.683,0
0.761,0.08,0.159,11,3,0.622,0.838,0
0.478,0.284,0.238,14,2,0.385,0.845,0
0.629,0.105,0.112,2,3,0.738,0.248,0
0.6,0.229,0.171,14,3,0.324,0.358,0
0.654,0.293,0.053,13,4,0.841,0.735,0
0.344,0.079,0.098,11,4,0.345,0.888,0
0.403,0.246,0.045,6,2,0.993,0.617,1
0.305,0.035,0.186,7,3,0.385,0.766,0
0.724,0.153,0.123,6,3,0.891,0.217,0
0.567,0.264,0.17,13,3,0.458,0.687,0
0.394,0.264,0.229,1,1,0.321,0.97,0
0.701,0.181,0.118,7,4,0.304,0.729,0
0.671,0.113,0.188,5,4,0.865,0.938,1
0.469,0.151,0.281,9,2,0.378,0.653,0
0.65,0.041,0.09,2,4,0.405,0.875,1
0.662,0.246,0.092,3,4,0.277,0.299,0
0.353,0.202,0.215,6,2,0.965,0.299,0
0.492,0.284,0.183,2,3,0.32,0.296,0
0.85,0.098,0.053,0,1,0.323,0.591,1
0.622,0.13,0.113,5,2,0.95,0.464,1
0.683,0.134,0.14,2,4,0.911,0.775,0
0.603,0.01,0.126,10,2,0.324,0.922,0
0.331,0.136,0.053,14,4,0.878,0.695,0
0.41,0.317,0.273,9,3,0.325,0.371,0
0.51,0.299,0.191,5,3,0.176,0.945,0
0.446,0.207,0.144,9,3,0.838,0.622,0
0.335,0.182,0.204,11,4,0.794,0.776,0
0.76,0.011,0.23,2,2,0.365,0.912,0
0.715,0.255,0.03,5,4,0.181,0.992,1
0.855,0.005,0.075,10,3,0.286,0.605,1
0.624,0.263,0.113,3,3,0.794,0.846,1
0.469,0.196,0.24,12,3,0.968,0.653,0
0.868,0.122,0.01,3,4,0.333,0.589,0
0.397,0.335,0.268,9,1,0.836,0.63,0
0.869,0.009,0.123,9,3,0.305,0.587,0
0.745,0.174,0.081,10,2,0.712,0.537,0
0.722,0.199,0.079,1,3,0.175,0.779,1
0.876,0.078,0.046,13,4,0.627,0.4,0
0.631,0.155,0.214,3,2,0.342,0.693,0
0.468,0.254,0.278,10,4,0.933,0.77,0
0.594,0.285,0.122,11,1,0.361,0.914,0
0.714,0.0,0.285,3,1,0.459,0.466,0
0.351,0.375,0.247,10,4,0.857,0.888,0
0.736,0.066,0.144,6,3,0.494,0.956,0
0.769,0.073,0.158,4,2,0.315,0.719,0
0.433,0.105,0.13,7,3,0.593,0.817,0
0.824,0.015,0.162,6,4,0.856,0.525,1
0.934,0.049,0.017,9,4,0.49,0.962,1
0.614,0.252,0.134,8,3,0.22,0.737,0
0.873,0.113,0.014,7,2,0.445,0.448,0
0.665,0.046,0.245,14,2,0.959,0.523,0
0.772,0.034,0.194,8,2,0.165,0.694,0
0.698,0.242,0.06,0,2,0.468,0.387,1
0.413,0.342,0.097,9,2,0.683,0.803,0
0.634,0.103,0.144,12,1,0.171,0.38,0
0.803,0.008,0.179,11,1,0.41,0.673,0
0.473,0.089,0.086,2,4,0.947,0.758,1
0.748,0.023,0.178,4,1,0.128,0.888,0
0.767,0.041,0.089,8,2,0.777,0.787,0
0.414,0.173,0.017,7,2,0.857,0.839,0
0.696,0.092,0.001,13,2,0.349,0.93,0
0.78,0.192,0.028,9,4,0.293,0.678,0
0.649,0.101,0.238,6,4,0.923,0.877,1
0.308,0.376,0.288,1,3,0.788,0.385,0
0.306,0.362,0.128,14,1,0.202,0.852,0
0.55,0.227,0.154,10,1,0.291,0.377,0
0.836,0.125,0.039,5,3,0.659,0.948,1
0.46,0.152,0.165,3,3,0.477,0.464,0
0.744,0.165,0.043,4,1,0.554,0.337,0
0.455,0.291,0.183,13,2,0.956,0.319,0
0.525,0.181,0.28,4,1,0.478,0.35,0
0.69,0.265,0.045,12,2,0.894,0.558,0
0.572,0.266,0.162,3,4,0.695,0.618,0
0.367,0.134,0.007,3,1,0.209,0.931,0
0.6,0.224,0.113,14,1,0.77,0.505,0
0.32,0.038,0.033,3,4,0.568,0.374,0
0.637,0.08,0.106,10,4,0.303,0.795,0
0.764,0.165,0.052,1,4,0.361,0.308,1
0.383,0.082,0.112,0,4,0.602,0.914,1
0.502,0.351,0.125,11,4,0.642,0.528,0
0.578,0.063,0.09,1,3,0.971,0.691,1
0.713,0.138,0.149,6,3,0.869,0.349,0
0.658,0.16,0.182,11,4,0.285,0.316,0
0.331,0.277,0.12,0,4,0.797,0.839,1
0.798,0.147,0.055,5,4,0.107,0.544,0
0.56,0.348,0.081,3,4,0.217,0.989,0
0.543,0.215,0.242,1,2,0.28,0.619,1
0.705,0.15,0.146,14,2,0.637,0.877,0
0.852,0.024,0.123,14,4,0.275,0.984,0
0.807,0.155,0.038,2,4,0.429,0.425,1
0.603,0.281,0.116,6,1,0.319,0.841,0
0.55,0.246,0.084,5,4,0.404,0.218,0
0.58,0.227,0.193,14,4,0.948,0.744,0
0.476,0.198,0.265,14,3,0.998,0.796,0
0.695,0.047,0.025,5,2,0.717,0.582,1
0.551,0.005,0.155,7,4,0.615,0.33,0
0.76,0.121,0.068,7,2,0.738,0.693,1
0.468,0.279,0.123,5,2,0.794,0.918,0
0.428,0.312,0.26,0,1,0.765,0.945,0
0.773,0.097,0.13,9,2,0.174,0.797,0
0.371,0.198,0.1,12,2,0.379,0.411,0
0.654,0.168,0.062,6,4,0.409,0.896,1
0.455,0.164,0.24,7,3,0.432,0.911,0
0.327,0.093,0.187,4,4,0.41,0.494,0
0.325,0.055,0.14,12,4,0.808,0.346,0
0.423,0.079,0.065,10,3,0.773,0.9,0
0.881,0.022,0.097,3,3,0.104,0.908,0
0.498,0.079,0.288,6,1,0.367,0.281,0
0.858,0.003,0.139,11,3,0.661,0.974,1
0.656,0.233,0.111,11,4,0.208,0.626,0
0.606,0.127,0.156,10,3,0.164,0.995,0
0.531,0.293,0.176,12,3,0.846,0.556,0
0.662,0.077,0.102,5,3,0.507,0.627,0
0.812,0.135,0.052,11,2,0.87,0.413,0
0.498,0.143,0.175,5,1,0.841,0.919,0
0.547,0.003,0.2,13,2,0.904,0.555,0
0.628,0.228,0.145,2,2,0.143,0.852,0
0.776,0.01,0.213,10,1,0.268,0.264,0
0.655,0.266,0.079,9,2,0.367,0.831,0
0.594,0.357,0.023,14,3,0.223,0.592,0
0.628,0.159,0.213,3,1,0.537,0.204,0
0.633,0.217,0.131,4,2,0.819,0.381,0
0.591,0.238,0.17,8,4,0.956,0.355,0
0.443,0.155,0.2,7,2,0.901,0.801,0
0.628,0.228,0.144,2,4,0.512,0.582,0
0.43,0.018,0.062,5,3,0.673,0.328,1
0.532,0.022,0.227,9,4,0.308,0.405,0
0.679,0.138,0.182,0,2,0.463,0.603,0
0.445,0.22,0.166,2,2,0.884,0.216,0
0.35,0.355,0.147,9,2,0.126,0.539,0
0.348,0.042,0.034,13,1,0.579,0.742,0
0.73,0.251,0.019,11,1,0.886,0.614,0
0.655,0.084,0.102,6,2,0.21,0.678,0
0.587,0.158,0.093,6,2,0.984,0.461,0
0.678,0.099,0.223,1,3,0.111,0.346,1
0.691,0.125,0.184,2,1,0.898,0.848,0
0.533,0.06,0.198,14,1,0.418,0.925,0
0.688,0.176,0.136,6,1,0.219,0.609,0
0.694,0.265,0.041,11,4,0.242,0.444,0
0.617,0.144,0.239,5,2,0.731,0.609,0
0.406,0.196,0.113,12,3,0.884,0.903,0
0.711,0.264,0.025,6,3,0.677,0.753,0
0.611,0.255,0.134,9,2,0.936,0.887,0
0.498,0.196,0.262,8,2,0.858,0.463,0
0.598,0.103,0.266,7,3,0.108,0.77,0
0.326,0.354,0.003,5,4,0.702,0.722,0
0.39,0.231,0.266,11,3,0.374,0.657,0
0.831,0.088,0.081,13,4,0.509,0.623,0
0.3,0.108,0.012,3,4,0.185,0.641,0
0.507,0.275,0.218,13,1,0.354,0.88,0
0.666,0.018,0.259,12,2,0.669,0.933,1
0.338,0.397,0.179,9,1,0.297,0.29,0
0.814,0.043,0.143,8,4,0.683,0.655,0
0.449,0.312,0.239,6,3,0.931,0.935,0
0.513,0.158,0.236,4,1,0.104,0.308,0
0.513,0.197,0.267,1,3,0.807,0.53,0
0.461,0.352,0.166,8,4,0.677,0.271,0
0.301,0.165,0.29,13,3,0.142,0.291,0
0.612,0.162,0.226,6,1,0.811,0.923,0
0.947,0.019,0.034,8,4,0.302,0.557,0
0.457,0.001,0.255,10,2,0.339,0.751,0
0.755,0.097,0.148,8,1,0.184,0.311,0
0.678,0.225,0.096,9,1,0.581,0.218,0
0.794,0.043,0.163,4,2,0.548,0.912,1
0.596,0.046,0.017,6,4,0.412,0.66,0
0.512,0.164,0.152,4,2,0.252,0.216,0
0.503,0.247,0.249,14,1,0.854,0.994,0
0.696,0.248,0.056,2,4,0.889,0.594,1
0.814,0.067,0.119,9,3,0.587,0.581,0
0.427,0.032,0.282,7,1,0.32,0.697,0
0.526,0.353,0.121,7,3,0.186,0.206,0
0.815,0.091,0.094,8,2,0.882,0.655,0
0.646,0.255,0.099,10,4,0.186,0.704,0
0.664,0.232,0.105,13,2,0.112,0.438,0
0.624,0.233,0.143,11,3,0.522,0.781,0
0.575,0.068,0.24,5,1,0.758,0.502,0
0.606,0.279,0.115,1,4,0.512,0.774,0
0.58,0.234,0.186,2,2,0.146,0.315,0
0.355,0.239,0.16,12,3,0.721,0.931,0
0.681,0.135,0.102,10,3,0.678,0.904,0
0.725,0.096,0.18,11,1,0.713,0.321,0
0.417,0.049,0.215,9,3,0.29,0.951,0
0.695,0.167,0.137,10,4,0.816,0.646,0
0.709,0.234,0.017,14,3,0.531,0.761,0
0.832,0.124,0.044,5,1,0.583,0.872,0
0.33,0.19,0.086,0,2,0.591,0.267,0
0.486,0.145,0.085,13,4,0.358,0.335,0
0.611,0.217,0.171,1,2,0.325,0.432,1
0.508,0.361,0.006,7,2,0.104,0.582,0
0.732,0.06,0.208,10,3,0.457,0.477,0
0.782,0.143,0.075,7,3,0.537,0.605,0
0.372,0.056,0.093,5,1,0.769,0.349,0
0.618,0.234,0.148,2,3,0.16,0.746,0
0.648,0.288,0.064,13,3,0.932,0.245,0
0.467,0.312,0.222,1,2,0.338,0.489,0
0.874,0.102,0.023,12,4,0.43,0.343,0
0.631,0.273,0.096,5,3,0.144,0.784,0
0.738,0.024,0.239,0,4,0.688,0.907,0
0.653,0.197,0.151,13,3,0.738,0.263,0
0.623,0.023,0.088,9,3,0.936,0.828,0
0.661,0.25,0.088,5,1,0.403,0.917,0
0.65,0.175,0.175,8,3,0.332,0.979,0
0.591,0.195,0.213,6,1,0.753,0.664,0
0.601,0.221,0.178,8,2,0.736,0.462,0
0.492,0.06,0.103,1,4,0.943,0.458,1
0.733,0.013,0.254,10,3,0.285,0.503,0
0.437,0.352,0.001,13,1,0.735,0.69,0
0.542,0.126,0.008,4,2,0.16,0.592,1
0.535,0.052,0.247,8,3,0.532,0.723,0
0.799,0.152,0.049,6,1,0.207,0.231,0
0.777,0.207,0.016,8,1,0.688,0.285,1
0.791,0.012,0.071,13,2,0.641,0.981,0
0.773,0.105,0.122,10,3,0.144,0.996,0
0.693,0.013,0.219,5,3,0.388,0.797,1
0.73,0.128,0.142,14,4,0.456,0.405,0
0.601,0.333,0.066,6,3,0.323,0.963,0
0.51,0.354,0.136,9,1,0.135,0.371,0
0.414,0.255,0.278,4,4,0.387,0.785,0
0.733,0.056,0.211,5,4,0.813,0.292,0
0.639,0.285,0.076,0,3,0.424,0.719,1
0.532,0.193,0.275,0,4,0.391,0.808,0
0.318,0.061,0.213,1,1,0.948,0.888,1
0.696,0.289,0.015,10,1,0.137,0.787,0
0.308,0.303,0.011,13,2,0.791,0.939,0
0.698,0.258,0.044,3,1,0.535,0.617,0
0.661,0.192,0.147,10,2,0.95,0.742,0
0.606,0.08,0.055,8,4,0.454,0.496,0
0.464,0.084,0.153,6,2,0.737,0.208,0
0.723,0.251,0.026,5,3,0.163,0.805,0
0.705,0.071,0.223,14,2,0.936,0.896,0
0.683,0.175,0.103,0,3,0.41,0.339,0
0.625,0.2,0.174,4,4,0.572,0.223,1
0.336,0.314,0.283,10,2,0.225,0.332,0
0.653,0.181,0.002,11,1,0.951,0.916,0
0.638,0.252,0.111,12,3,0.706,0.436,0
0.725,0.269,0.006,3,4,0.149,0.387,0
0.425,0.262,0.273,4,1,0.24,0.212,0
0.777,0.083,0.141,10,3,0.46,0.438,0
0.687,0.11,0.022,8,4,0.295,0.773,0
0.578,0.126,0.033,11,4,0.374,0.967,0
0.392,0.047,0.115,2,1,0.998,0.45,0
0.698,0.084,0.217,3,4,0.693,0.393,0
0.41,0.084,0.208,7,2,0.93,0.91,0
0.517,0.182,0.26,2,4,0.492,0.882,1
0.503,0.363,0.11,12,3,0.739,0.463,0
0.91,0.042,0.013,2,3,0.514,0.255,1
0.57,0.213,0.216,12,3,0.395,0.994,0
0.754,0.242,0.005,8,2,0.567,0.745,0
0.475,0.038,0.284,4,1,0.485,0.941,0
0.606,0.303,0.091,9,2,0.982,0.473,0
0.7,0.227,0.003,0,2,0.547,0.718,1
0.715,0.118,0.167,6,2,0.83,0.74,0
0.61,0.198,0.192,6,4,0.7,0.898,0
0.309,0.103,0.29,14,1,0.532,0.994,0
0.703,0.253,0.044,5,4,0.527,0.287,0
0.336,0.016,0.054,5,2,0.408,0.705,0
0.575,0.282,0.143,2,3,0.196,0.469,0
0.501,0.179,0.191,2,2,0.785,0.849,0
0.515,0.255,0.222,9,1,0.926,0.803,0
0.547,0.088,0.054,10,3,0.296,0.914,0
0.568,0.209,0.222,8,1,0.933,0.475,0
0.516,0.299,0.185,0,2,0.309,0.348,0
0.647,0.151,0.202,6,1,0.577,0.217,0
0.583,0.247,0.162,12,4,0.409,0.404,0
0.348,0.183,0.124,11,3,0.203,0.494,0
0.566,0.239,0.196,10,1,0.148,0.957,0
0.5,0.199,0.175,9,3,0.429,0.593,0
0.503,0.281,0.217,6,3,0.143,0.645,0
0.562,0.231,0.206,7,2,0.194,0.904,0
0.533,0.164,0.203,5,2,0.228,0.908,0
0.34,0.092,0.165,7,3,0.102,0.622,0
0.562,0.162,0.001,0,1,0.238,0.291,0
0.737,0.254,0.009,0,3,0.62,0.416,1
0.749,0.091,0.06,8,2,0.838,0.566,0
0.744,0.203,0.054,11,1,0.274,0.801,0
0.651,0.282,0.067,3,3,0.173,0.769,0
0.439,0.141,0.091,2,2,0.757,0.714,1
0.593,0.257,0.108,5,3,0.107,0.904,0
0.786,0.094,0.12,9,3,0.761,0.842,1
0.371,0.044,0.03,11,3,0.218,0.986,0
0.494,0.318,0.013,12,1,0.305,0.911,0
0.493,0.04,0.202,11,2,0.208,0.357,0
0.602,0.109,0.161,8,2,0.323,0.246,0
0.675,0.234,0.091,9,4,0.818,0.532,0
0.347,0.139,0.19,10,3,0.219,0.694,0
0.51,0.299,0.191,3,3,0.995,0.714,1
0.426,0.392,0.128,8,4,0.394,0.414,0
0.766,0.084,0.15,14,3,0.93,0.888,0
0.379,0.016,0.286,4,1,0.271,0.463,0
0.522,0.253,0.226,12,4,0.269,0.935,0
0.726,0.16,0.114,6,2,0.609,0.577,0
0.772,0.039,0.188,2,3,0.146,0.208,0
0.596,0.283,0.053,2,2,0.821,0.33,0
0.543,0.012,0.168,11,3,0.496,0.282,0
0.474,0.285,0.241,2,4,0.729,0.235,0
0.485,0.055,0.155,7,2,0.257,0.771,0
0.444,0.051,0.278,13,3,0.678,0.354,0
0.638,0.07,0.122,5,1,0.635,0.871,0
0.416,0.328,0.256,8,4,0.78,0.412,0
0.501,0.277,0.174,8,3,0.368,0.226,0
0.695,0.293,0.012,7,3,0.94,0.857,0
0.745,0.121,0.134,0,3,0.965,0.573,1
0.723,0.135,0.082,5,4,0.881,0.68,0
0.354,0.094,0.01,3,3,0.615,0.469,0
0.353,0.192,0.246,3,3,0.478,0.237,0
0.761,0.174,0.065,2,2,0.152,0.496,0
0.508,0.253,0.239,11,2,0.953,0.615,0
0.364,0.103,0.086,8,4,0.957,0.209,0
0.622,0.328,0.05,1,4,0.117,0.659,0
0.672,0.062,0.266,0,1,0.421,0.914,1
0.604,0.309,0.087,13,3,0.892,0.374,0
0.487,0.006,0.18,14,2,0.173,0.941,0
0.311,0.192,0.183,9,2,0.277,0.278,0
0.764,0.104,0.132,2,3,0.981,0.86,1
0.476,0.18,0.274,12,3,0.863,0.872,0
0.642,0.19,0.168,14,4,0.921,0.406,0
0.729,0.16,0.111,3,1,0.228,0.966,0
0.631,0.144,0.225,3,1,0.29,0.533,0
0.519,0.293,0.054,5,4,0.645,0.313,0
0.49,0.274,0.163,0,4,0.552,0.673,1
0.537,0.249,0.213,0,2,0.369,0.997,0
0.759,0.084,0.157,1,4,0.895,0.919,1
0.663,0.168,0.169,3,1,0.911,0.423,1
0.374,0.234,0.196,6,2,0.363,0.662,0
0.408,0.148,0.252,5,1,0.24,0.292,0
0.668,0.135,0.197,14,3,0.234,0.569,0
0.797,0.123,0.08,10,1,0.536,0.618,0
0.895,0.055,0.05,8,2,0.22,0.452,0
0.442,0.086,0.145,6,1,0.526,0.587,0
0.711,0.042,0.211,11,2,0.516,0.936,0
0.698,0.241,0.06,4,2,0.896,0.6,0
0.745,0.254,0.001,5,4,0.367,0.865,1
0.548,0.356,0.096,9,1,0.605,0.454,0
0.311,0.292,0.291,8,4,0.769,0.977,0
0.708,0.021,0.208,0,4,0.636,0.275,1
0.477,0.354,0.12,10,1,0.959,0.668,0
0.604,0.339,0.057,8,2,0.642,0.832,0
0.773,0.141,0.085,5,3,0.912,0.851,1
0.579,0.234,0.051,11,1,0.321,0.359,0
0.678,0.298,0.024,3,4,0.605,0.521,0
0.432,0.213,0.272,11,4,0.589,0.699,0
0.538,0.253,0.209,4,2,0.991,0.453,1
0.923,0.031,0.046,12,4,0.284,0.727,0
0.371,0.076,0.016,0,3,0.227,0.503,0
0.306,0.176,0.099,6,4,0.651,0.481,0
0.604,0.234,0.138,12,2,0.301,0.286,0
0.365,0.326,0.061,14,1,0.675,0.231,0
0.629,0.302,0.069,14,2,0.975,0.868,0
0.813,0.135,0.052,12,4,0.952,0.592,0
0.604,0.019,0.232,7,2,0.308,0.65,0
0.474,0.316,0.211,10,4,0.254,0.498,0
0.583,0.233,0.184,4,2,0.605,0.309,0
0.805,0.079,0.116,1,1,0.628,0.56,0
0.306,0.198,0.273,7,4,0.696,0.383,0
0.548,0.228,0.224,9,3,0.767,0.87,1
0.669,0.283,0.048,6,3,0.641,0.989,0
0.737,0.197,0.066,9,3,0.201,0.911,0
0.469,0.122,0.158,8,3,0.811,0.623,0
0.657,0.32,0.022,3,4,0.172,0.703,0
0.364,0.265,0.131,10,4,0.118,0.958,0
0.439,0.163,0.175,8,1,0.793,0.631,0
0.773,0.095,0.132,3,2,0.594,0.711,1
0.676,0.242,0.082,2,4,0.729,0.703,1
0.31,0.097,0.163,14,3,0.444,0.766,0
0.474,0.069,0.288,10,4,0.11,0.712,0
0.45,0.212,0.062,2,3,0.398,0.737,0
0.49,0.116,0.196,9,1,0.647,0.781,0
0.473,0.252,0.013,1,2,0.303,0.847,0
0.344,0.047,0.02,9,4,0.719,0.522,0
0.592,0.25,0.158,2,2,0.815,0.797,1
0.813,0.113,0.031,13,3,0.509,0.28,0
0.725,0.0,0.007,7,3,0.888,0.901,1
0.771,0.051,0.051,10,2,0.869,0.432,0
0.357,0.373,0.169,7,1,0.89,0.523,0
0.634,0.228,0.138,1,2,0.695,0.843,0
0.852,0.09,0.058,10,2,0.374,0.71,0
0.628,0.226,0.146,1,4,0.533,0.447,0
0.746,0.207,0.047,1,4,0.739,0.38,1
0.625,0.255,0.121,9,3,0.29,0.966,0
0.681,0.149,0.124,6,4,0.765,0.27,0
0.44,0.273,0.196,14,1,0.593,0.203,0
0.693,0.024,0.283,5,1,0.186,0.738,0
0.651,0.126,0.223,11,1,0.602,0.692,0
0.679,0.32,0.001,10,3,0.16,0.79,0
0.58,0.188,0.232,0,1,0.113,0.785,0
0.348,0.115,0.02,1,1,0.901,0.891,1
0.56,0.048,0.286,13,4,0.541,0.938,0
0.721,0.215,0.065,0,3,0.589,0.82,1
0.656,0.238,0.106,14,2,0.352,0.386,0
0.677,0.15,0.027,11,1,0.588,0.571,0
0.488,0.38,0.034,10,4,0.252,0.713,0
0.558,0.009,0.218,6,2,0.771,0.631,0
0.696,0.091,0.213,5,1,0.841,0.327,0
0.582,0.279,0.139,1,2,0.87,0.671,0
0.713,0.107,0.18,1,2,0.196,0.909,1
0.618,0.101,0.229,1,3,0.602,0.535,0
0.717,0.207,0.076,7,3,0.828,0.735,0
0.474,0.33,0.014,13,1,0.215,0.693,0
0.794,0.041,0.001,6,1,0.19,0.502,0
0.554,0.349,0.097,0,3,0.835,0.652,0
0.61,0.318,0.072,3,1,0.817,0.368,0
0.755,0.073,0.019,10,1,0.504,0.637,0
0.738,0.22,0.042,3,3,0.199,0.839,0
0.345,0.154,0.037,6,2,0.565,0.807,0
0.668,0.123,0.209,1,1,0.455,0.486,1
0.505,0.313,0.042,3,4,0.567,0.29,0
0.528,0.333,0.139,0,3,0.496,0.84,1
0.315,0.051,0.178,12,1,0.612,0.412,0
0.511,0.168,0.163,14,1,0.754,0.242,0
0.652,0.192,0.03,12,3,0.797,0.556,0
0.339,0.151,0.096,10,4,0.684,0.792,0
0.644,0.145,0.015,10,4,0.279,0.847,0
0.872,0.019,0.109,3,3,0.457,0.986,1
0.374,0.274,0.057,10,4,0.164,0.352,0
0.709,0.148,0.143,14,1,0.507,0.435,0
0.587,0.078,0.208,13,4,0.973,0.688,0
0.609,0.262,0.128,0,1,0.678,0.849,1
0.482,0.321,0.13,1,2,0.239,0.387,0
0.412,0.195,0.116,1,4,0.342,0.528,0
0.412,0.119,0.253,11,2,0.158,0.527,0
0.349,0.255,0.066,9,3,0.264,0.818,0
0.43,0.115,0.22,11,4,0.539,0.393,0
0.704,0.087,0.209,2,1,0.41,0.975,0
0.687,0.219,0.094,7,4,0.284,0.608,0
0.87,0.016,0.089,10,3,0.232,0.426,0
0.78,0.038,0.141,5,3,0.69,0.427,0
0.377,0.003,0.028,5,1,0.602,0.215,0
0.502,0.061,0.014,8,4,0.858,0.754,0
0.517,0.028,0.033,7,2,0.265,0.821,0
0.475,0.398,0.056,1,3,0.863,0.226,0
0.661,0.116,0.151,14,3,0.62,0.669,0
0.675,0.06,0.255,5,1,0.34,0.825,0
0.55,0.096,0.071,0,4,0.346,0.501,0
0.455,0.311,0.233,12,2,0.451,0.546,0
0.64,0.151,0.208,13,4,0.514,0.489,0
0.663,0.113,0.224,8,4,0.174,0.453,0
0.462,0.313,0.225,3,2,0.858,0.593,0
0.779,0.131,0.09,3,1,0.209,0.333,0
0.861,0.119,0.019,8,3,0.535,0.553,1
0.529,0.083,0.171,2,1,0.445,0.953,0
0.548,0.151,0.168,4,1,0.561,0.222,0
0.631,0.122,0.246,0,4,0.899,0.332,1
0.627,0.177,0.195,5,2,0.99,0.822,0
0.773,0.098,0.129,2,3,0.118,0.306,0
0.372,0.231,0.104,0,4,0.454,0.417,0
0.575,0.026,0.056,9,3,0.836,0.564,0
0.687,0.077,0.001,5,4,0.394,0.955,0
0.652,0.163,0.153,13,2,0.684,0.347,0
0.436,0.375,0.167,11,3,0.993,0.938,0
0.693,0.116,0.19,9,3,0.682,0.775,0
0.65,0.223,0.127,1,1,0.2,0.737,0
0.702,0.081,0.218,7,4,0.859,0.779,0
0.79,0.045,0.165,13,4,0.97,0.225,0
0.749,0.021,0.229,12,4,0.741,0.279,0
0.607,0.122,0.044,14,1,0.477,0.468,0
0.695,0.06,0.245,10,1,0.954,0.259,0
0.412,0.07,0.203,11,3,0.972,0.99,0
0.685,0.27,0.045,1,4,0.942,0.664,1
0.425,0.006,0.057,3,4,0.471,0.59,0
